scientific_name,common_name,full_shade,part_shade,full_sun,low_moisture,medium_moisture,high_moisture,bloom,height,width,habits,pollinator_rating,bird_rating,spread_rating,deer_resistance_rating,moisture_source,moisture_source_detail,shade_source,shade_source_detail,habit_source,habit_source_detail,usda_source,wiki_source,wildflower_source
Quercus shumardii,,,,,,,,,,,,,,,,,,,,,,,,
Quercus stellata,,,,,,,,,,,,,,,,,,,,,,,,
Quercus texana,,,,,,,,,,,,,,,,,,,,,,,,
Quercus turbinella,,,,,,,,,,,,,,,,,,,,,,,,
Quercus velutina,,,,,,,,,,,,,,,,,,,,,,,,
Quercus virginiana,,,,,,,,,,,,,,,,,,,,,,,,
Quercus wislizeni,,,,,,,,,,,,,,,,,,,,,,,,
Randia aculeata,,,,,,,,,,,,,,,,,,,,,,,,
Ranunculus hispidus,,,,,,,,,,,,,,,,,,,,,,,,
Ratibida columnaris,,,,,,,,,,,,,,,,,,,,,,,,
Ratibida columnifera,,,,,,,,,,,,,,,,,,,,,,,,
Ratibida pinnata,,,,,,,,,,,,,,,,,,,,,,,,
Rhamnus californica,,,,,,,,,,,,,,,,,,,,,,,,
Rhamnus ilicifolia,,,,,,,,,,,,,,,,,,,,,,,,
Rhapidophyllum hystrix,,,,,,,,,,,,,,,,,,,,,,,,
Rhizophora mangle,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron austrinum,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron canescens,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron maximum,,,,,,,,,,,,,,,,,,,,,,,,
Rhododendron viscosum,,,,,,,,,,,,,,,,,,,,,,,,
Rhus aromatica,,,,,,,,,,,,,,,,,,,,,,,,
Rhus copallinum,,,,,,,,,,,,,,,,,,,,,,,,
Rhus glabra,,,,,,,,,,,,,,,,,,,,,,,,
Rhus integrifolia,,,,,,,,,,,,,,,,,,,,,,,,
Rhus microphylla,,,,,,,,,,,,,,,,,,,,,,,,
Rhus ovata,,,,,,,,,,,,,,,,,,,,,,,,
Rhus trilobata,,,,,,,,,,,,,,,,,,,,,,,,
Rhus typhina,,,,,,,,,,,,,,,,,,,,,,,,
Rhus virens,,,,,,,,,,,,,,,,,,,,,,,,
Ribes aureum,,,,,,,,,,,,,,,,,,,,,,,,
Ribes cereum,,,,,,,,,,,,,,,,,,,,,,,,
Ribes hudsonianum,,,,,,,,,,,,,,,,,,,,,,,,
Ribes inerme,,,,,,,,,,,,,,,,,,,,,,,,
Ribes lacustre,,,,,,,,,,,,,,,,,,,,,,,,
Ribes malvaceum,,,,,,,,,,,,,,,,,,,,,,,,
Ribes montigenum,,,,,,,,,,,,,,,,,,,,,,,,
Ribes sanguineum,,,,,,,,,,,,,,,,,,,,,,,,
Ribes speciosum,,,,,,,,,,,,,,,,,,,,,,,,
Ribes triste,,,,,,,,,,,,,,,,,,,,,,,,
Ribes viscosissimum,,,,,,,,,,,,,,,,,,,,,,,,
Romneya coulteri,,,,,,,,,,,,,,,,,,,,,,,,
Rosa acicularis,,,,,,,,,,,,,,,,,,,,,,,,
Rosa blanda,,,,,,,,,,,,,,,,,,,,,,,,
Rosa californica,,,,,,,,,,,,,,,,,,,,,,,,
Rosa carolina,,,,,,,,,,,,,,,,,,,,,,,,
Rosa gymnocarpa,,,,,,,,,,,,,,,,,,,,,,,,
Rosa nutkana,,,,,,,,,,,,,,,,,,,,,,,,
Rosa palustris,,,,,,,,,,,,,,,,,,,,,,,,
Rosa woodsii,,,,,,,,,,,,,,,,,,,,,,,,
Rubus chamaemorus,,,,,,,,,,,,,,,,,,,,,,,,
Rubus deliciosus,,,,,,,,,,,,,,,,,,,,,,,,
Rubus idaeus,,,,,,,,,,,,,,,,,,,,,,,,
Rubus occidentalis,,,,,,,,,,,,,,,,,,,,,,,,
Rubus odoratus,,,,,,,,,,,,,,,,,,,,,,,,
Rubus parviflorus,,,,,,,,,,,,,,,,,,,,,,,,
Rubus pubescens,,,,,,,,,,,,,,,,,,,,,,,,
Rubus spectabilis,,,,,,,,,,,,,,,,,,,,,,,,
Rubus ursinus,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia fulgida,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia hirta,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia laciniata,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia maxima,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia subtomentosa,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia texana,,,,,,,,,,,,,,,,,,,,,,,,
Rudbeckia triloba,,,,,,,,,,,,,,,,,,,,,,,,
Ruellia caroliniensis,,,,,,,,,,,,,,,,,,,,,,,,
Ruellia humilis,,,,,,,,,,,,,,,,,,,,,,,,
Ruellia nudiflora,,,,,,,,,,,,,,,,,,,,,,,,
Ruellia tuberosa,,,,,,,,,,,,,,,,,,,,,,,,
Sabal etonia,,,,,,,,,,,,,,,,,,,,,,,,
Sabal minor,,,,,,,,,,,,,,,,,,,,,,,,
Sabal palmetto,,,,,,,,,,,,,,,,,,,,,,,,
Sagittaria lancifolia,,,,,,,,,,,,,,,,,,,,,,,,
Sagittaria latifolia,,,,,,,,,,,,,,,,,,,,,,,,
Salix amygdaloides,,,,,,,,,,,,,,,,,,,,,,,,
Salix bebbiana,,,,,,,,,,,,,,,,,,,,,,,,
Salix caroliniana,,,,,,,,,,,,,,,,,,,,,,,,
Salix discolor,,,,,,,,,,,,,,,,,,,,,,,,
Salix exigua,,,,,,,,,,,,,,,,,,,,,,,,
Salix fuscescens,,,,,,,,,,,,,,,,,,,,,,,,
Salix glauca,,,,,,,,,,,,,,,,,,,,,,,,
Salix gooddingii,,,,,,,,,,,,,,,,,,,,,,,,
Salix laevigata,,,,,,,,,,,,,,,,,,,,,,,,
Salix lasiandra,,,,,,,,,,,,,,,,,,,,,,,,
Salix lasiolepis,,,,,,,,,,,,,,,,,,,,,,,,
Salix lucida,,,,,,,,,,,,,,,,,,,,,,,,
Salix nigra,,,,,,,,,,,,,,,,,,,,,,,,
Salix pulchra,,,,,,,,,,,,,,,,,,,,,,,,
Salix scouleriana,,,,,,,,,,,,,,,,,,,,,,,,
Salix sitchensis,,,,,,,,,,,,,,,,,,,,,,,,
Salvia apiana,,,,,,,,,,,,,,,,,,,,,,,,
Salvia azurea,,,,,,,,,,,,,,,,,,,,,,,,
Salvia ballotiflora,,,,,,,,,,,,,,,,,,,,,,,,
Salvia brandegeei,,,,,,,,,,,,,,,,,,,,,,,,
Salvia clevelandii,,,,,,,,,,,,,,,,,,,,,,,,
Salvia coccinea,,,,,,,,,,,,,,,,,,,,,,,,
Salvia dorrii,,,,,,,,,,,,,,,,,,,,,,,,
Salvia engelmannii,,,,,,,,,,,,,,,,,,,,,,,,
Salvia farinacea,,,,,,,,,,,,,,,,,,,,,,,,
Salvia greggii,,,,,,,,,,,,,,,,,,,,,,,,
Salvia leucophylla,,,,,,,,,,,,,,,,,,,,,,,,
Salvia lyrata,,,,,,,,,,,,,,,,,,,,,,,,
Salvia mellifera,,,,,,,,,,,,,,,,,,,,,,,,
Salvia munzii,,,,,,,,,,,,,,,,,,,,,,,,
Salvia pachyphylla,,,,,,,,,,,,,,,,,,,,,,,,
Salvia regla,,,,,,,,,,,,,,,,,,,,,,,,
Salvia roemeriana,,,,,,,,,,,,,,,,,,,,,,,,
Salvia sonomensis,,,,,,,,,,,,,,,,,,,,,,,,
Salvia spathacea,,,,,,,,,,,,,,,,,,,,,,,,
Salvia texana,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus canadensis,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus cerulea,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus mexicana,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus nigra,,,,,,,,,,,,,,,,,,,,,,,,
Sambucus racemosa,,,,,,,,,,,,,,,,,,,,,,,,
Sanguinaria canadensis,,,,,,,,,,,,,,,,,,,,,,,,
Sanguisorba canadensis,,,,,,,,,,,,,,,,,,,,,,,,
Sanguisorba officinalis,,,,,,,,,,,,,,,,,,,,,,,,
Santalum ellipticum,,,,,,,,,,,,,,,,,,,,,,,,
Sarcobatus vermiculatus,,,,,,,,,,,,,,,,,,,,,,,,
Sarracenia flava,,,,,,,,,,,,,,,,,,,,,,,,
Sarracenia psittacina,,,,,,,,,,,,,,,,,,,,,,,,
Sarracenia purpurea,,,,,,,,,,,,,,,,,,,,,,,,
Sassafras albidum,,,,,,,,,,,,,,,,,,,,,,,,
Satureja douglasii,,,,,,,,,,,,,,,,,,,,,,,,
Saururus cernuus,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga bronchialis,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga californica,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga cernua,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga mertensiana,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga oppositifolia,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga pensylvanica,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga punctata,,,,,,,,,,,,,,,,,,,,,,,,
Saxifraga rivularis,,,,,,,,,,,,,,,,,,,,,,,,
Scaevola chamissoniana,,,,,,,,,,,,,,,,,,,,,,,,
Scaevola coriacea,,,,,,,,,,,,,,,,,,,,,,,,
Scaevola gaudichaudiana,,,,,,,,,,,,,,,,,,,,,,,,
Scaevola gaudichaudii,,,,,,,,,,,,,,,,,,,,,,,,
Scaevola plumieri,,,,,,,,,,,,,,,,,,,,,,,,
Scaevola sericea,,,,,,,,,,,,,,,,,,,,,,,,
Schizachyrium scoparium,,,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus acutus,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus atrovirens,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus californicus,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus cyperinus,,,,,,,,,,,,,,,,,,,,,,,,
Scirpus microcarpus,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria drummondii,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria incana,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria integrifolia,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria lateriflora,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria ovata,,,,,,,,,,,,,,,,,,,,,,,,
Scutellaria parvula,,,,,,,,,,,,,,,,,,,,,,,,
Sedum lanceolatum,,,,,,,,,,,,,,,,,,,,,,,,
Sedum pulchellum,,,,,,,,,,,,,,,,,,,,,,,,
Sedum spathulifolium,,,,,,,,,,,,,,,,,,,,,,,,
Sedum ternatum,,,,,,,,,,,,,,,,,,,,,,,,
Selaginella arbuscula,,,,,,,,,,,,,,,,,,,,,,,,
Senecio congestus,,,,,,,,,,,,,,,,,,,,,,,,
Senecio triangularis,,,,,,,,,,,,,,,,,,,,,,,,
Senna covesii,,,,,,,,,,,,,,,,,,,,,,,,
Senna lindheimeriana,,,,,,,,,,,,,,,,,,,,,,,,
Senna marilandica,,,,,,,,,,,,,,,,,,,,,,,,
Senna roemeriana,,,,,,,,,,,,,,,,,,,,,,,,
Serenoa repens,,,,,,,,,,,,,,,,,,,,,,,,
Shepherdia canadensis,,,,,,,,,,,,,,,,,,,,,,,,
Sida acuta,,,,,,,,,,,,,,,,,,,,,,,,
Sidalcea campestris,,,,,,,,,,,,,,,,,,,,,,,,
Sidalcea malviflora,,,,,,,,,,,,,,,,,,,,,,,,
Sideroxylon foetidissimum,,,,,,,,,,,,,,,,,,,,,,,,
Silene acaulis,,,,,,,,,,,,,,,,,,,,,,,,
Silene regia,,,,,,,,,,,,,,,,,,,,,,,,
Silene stellata,,,,,,,,,,,,,,,,,,,,,,,,
Silene virginica,,,,,,,,,,,,,,,,,,,,,,,,
Silphium integrifolium,,,,,,,,,,,,,,,,,,,,,,,,
Silphium laciniatum,,,,,,,,,,,,,,,,,,,,,,,,
Silphium perfoliatum,,,,,,,,,,,,,,,,,,,,,,,,
Silphium terebinthinaceum,,,,,,,,,,,,,,,,,,,,,,,,
Simmondsia chinensis,,,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium angustifolium,,,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium bellum,,,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium californicum,,,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium idahoense,,,,,,,,,,,,,,,,,,,,,,,,
Sisyrinchium montanum,,,,,,,,,,,,,,,,,,,,,,,,
Sium suave,,,,,,,,,,,,,,,,,,,,,,,,
Smilacina racemosa,,,,,,,,,,,,,,,,,,,,,,,,
Smilacina stellata,,,,,,,,,,,,,,,,,,,,,,,,
Smilax bona-nox,,,,,,,,,,,,,,,,,,,,,,,,
Smilax rotundifolia,,,,,,,,,,,,,,,,,,,,,,,,
Smilax tamnoides,,,,,,,,,,,,,,,,,,,,,,,,
Solanum mammosum,,,,,,,,,,,,,,,,,,,,,,,,
Solidago altissima,,,,,,,,,,,,,,,,,,,,,,,,
Solidago caesia,,,,,,,,,,,,,,,,,,,,,,,,
Solidago californica,,,,,,,,,,,,,,,,,,,,,,,,
Solidago fistulosa,,,,,,,,,,,,,,,,,,,,,,,,
Solidago flexicaulis,,,,,,,,,,,,,,,,,,,,,,,,
Solidago gigantea,,,,,,,,,,,,,,,,,,,,,,,,
Solidago missouriensis,,,,,,,,,,,,,,,,,,,,,,,,
Solidago multiradiata,,,,,,,,,,,,,,,,,,,,,,,,
Solidago nemoralis,,,,,,,,,,,,,,,,,,,,,,,,
Solidago odora,,,,,,,,,,,,,,,,,,,,,,,,
Solidago ohioensis,,,,,,,,,,,,,,,,,,,,,,,,
Solidago patula,,,,,,,,,,,,,,,,,,,,,,,,
Solidago rigida,,,,,,,,,,,,,,,,,,,,,,,,
Solidago rugosa,,,,,,,,,,,,,,,,,,,,,,,,
Solidago sempervirens,,,,,,,,,,,,,,,,,,,,,,,,
Solidago simplex,,,,,,,,,,,,,,,,,,,,,,,,
Solidago speciosa,,,,,,,,,,,,,,,,,,,,,,,,
Solidago uliginosa,,,,,,,,,,,,,,,,,,,,,,,,
Solidago ulmifolia,,,,,,,,,,,,,,,,,,,,,,,,
Solidago velutina,,,,,,,,,,,,,,,,,,,,,,,,
Sophora chrysophylla,,,,,,,,,,,,,,,,,,,,,,,,
Sorbus sitchensis,,,,,,,,,,,,,,,,,,,,,,,,
Sorghastrum nutans,,,,,,,,,,,,,,,,,,,,,,,,
Spartina alterniflora,,,,,,,,,,,,,,,,,,,,,,,,
Spartina bakeri,,,,,,,,,,,,,,,,,,,,,,,,
Spartina patens,,,,,,,,,,,,,,,,,,,,,,,,
Sphaeralcea ambigua,,,,,,,,,,,,,,,,,,,,,,,,
Sphaeralcea angustifolia,,,,,,,,,,,,,,,,,,,,,,,,
Sphaeralcea coccinea,,,,,,,,,,,,,,,,,,,,,,,,
Sphaeralcea grossulariifolia,,,,,,,,,,,,,,,,,,,,,,,,
Sphaeralcea munroana,,,,,,,,,,,,,,,,,,,,,,,,
Spiraea alba,,,,,,,,,,,,,,,,,,,,,,,,
Spiraea douglasii,,,,,,,,,,,,,,,,,,,,,,,,
Spiraea stevenii,,,,,,,,,,,,,,,,,,,,,,,,
Spiranthes cernua,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus airoides,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus cryptandrus,,,,,,,,,,,,,,,,,,,,,,,,
Sporobolus heterolepis,,,,,,,,,,,,,,,,,,,,,,,,
Stachys coccinea,,,,,,,,,,,,,,,,,,,,,,,,
Stachytarpheta jamaicensis,,,,,,,,,,,,,,,,,,,,,,,,
Stenocereus thurberi,,,,,,,,,,,,,,,,,,,,,,,,
Stenotaphrum secundatum,,,,,,,,,,,,,,,,,,,,,,,,
Stipa comata,,,,,,,,,,,,,,,,,,,,,,,,
Stipa hymenoides,,,,,,,,,,,,,,,,,,,,,,,,
Stipa pulchra,,,,,,,,,,,,,,,,,,,,,,,,
Stipa speciosa,,,,,,,,,,,,,,,,,,,,,,,,
Stokesia laevis,,,,,,,,,,,,,,,,,,,,,,,,
Stylophorum diphyllum,,,,,,,,,,,,,,,,,,,,,,,,
Symphoricarpos albus,,,,,,,,,,,,,,,,,,,,,,,,
Symphoricarpos mollis,,,,,,,,,,,,,,,,,,,,,,,,
Symphoricarpos orbiculatus,,,,,,,,,,,,,,,,,,,,,,,,
Symphoricarpos oreophilus,,,,,,,,,,,,,,,,,,,,,,,,
Symphoricarpos rotundifolius,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum ascendens,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum boreale,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum chilense,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum ciliolatum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum cordifolium,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum drummondii,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum dumosum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum ericoides,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum falcatum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum foliaceum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum laeve,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum lanceolatum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum lateriflorum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum novae-angliae,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum novi-belgii,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum oblongifolium,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum oolentangiense,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum patens,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum pilosum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum puniceum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum racemosum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum sericeum,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum shortii,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum tenuifolium,,,,,,,,,,,,,,,,,,,,,,,,
Symphyotrichum undulatum,,,,,,,,,,,,,,,,,,,,,,,,
Symplocarpus foetidus,,,,,,,,,,,,,,,,,,,,,,,,
Tabebuia heterophylla,,,,,,,,,,,,,,,,,,,,,,,,
Taraxacum officinale,,,,,,,,,,,,,,,,,,,,,,,,
Taxodium ascendens,,,,,,,,,,,,,,,,,,,,,,,,
Taxodium distichum,,,,,,,,,,,,,,,,,,,,,,,,
Tecoma stans,,,,,,,,,,,,,,,,,,,,,,,,
Tellima grandiflora,,,,,,,,,,,,,,,,,,,,,,,,
Tetraclea coulteri,,,,,,,,,,,,,,,,,,,,,,,,
Tetraneuris acaulis,,,,,,,,,,,,,,,,,,,,,,,,
Tetraneuris scaposa,,,,,,,,,,,,,,,,,,,,,,,,
Thalia dealbata,,,,,,,,,,,,,,,,,,,,,,,,
Thalia geniculata,,,,,,,,,,,,,,,,,,,,,,,,
Thalictrum alpinum,,,,,,,,,,,,,,,,,,,,,,,,
Thalictrum dasycarpum,,,,,,,,,,,,,,,,,,,,,,,,
Thalictrum dioicum,,,,,,,,,,,,,,,,,,,,,,,,
Thalictrum fendleri,,,,,,,,,,,,,,,,,,,,,,,,
Thalictrum occidentale,,,,,,,,,,,,,,,,,,,,,,,,
Thalictrum pubescens,,,,,,,,,,,,,,,,,,,,,,,,
Thalictrum thalictroides,,,,,,,,,,,,,,,,,,,,,,,,
Thalictrum venulosum,,,,,,,,,,,,,,,,,,,,,,,,
Thaspium trifoliatum,,,,,,,,,,,,,,,,,,,,,,,,
Thelesperma filifolium,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris interrupta,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris kunthii,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris normalis,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris noveboracensis,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris ovata,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris palustris,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris puberula,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris serrata,,,,,,,,,,,,,,,,,,,,,,,,
Thelypteris simulata,,,,,,,,,,,,,,,,,,,,,,,,
Thermopsis divaricarpa,,,,,,,,,,,,,,,,,,,,,,,,
Thermopsis montana,,,,,,,,,,,,,,,,,,,,,,,,
Thermopsis rhombifolia,,,,,,,,,,,,,,,,,,,,,,,,
Thespesia grandiflora,,,,,,,,,,,,,,,,,,,,,,,,
Thrinax radiata,,,,,,,,,,,,,,,,,,,,,,,,
Thuja occidentalis,,,,,,,,,,,,,,,,,,,,,,,,
Thuja plicata,,,,,,,,,,,,,,,,,,,,,,,,
Thymophylla tenuiloba,,,,,,,,,,,,,,,,,,,,,,,,
Tiarella cordifolia,,,,,,,,,,,,,,,,,,,,,,,,
Tiarella trifoliata,,,,,,,,,,,,,,,,,,,,,,,,
Tiarella unifoliata,,,,,,,,,,,,,,,,,,,,,,,,
Tiarella wherryi,,,,,,,,,,,,,,,,,,,,,,,,
Tidestromia oblongifolia,,,,,,,,,,,,,,,,,,,,,,,,
Tilia americana,,,,,,,,,,,,,,,,,,,,,,,,
Tillandsia fasciculata,,,,,,,,,,,,,,,,,,,,,,,,
Tillandsia usneoides,,,,,,,,,,,,,,,,,,,,,,,,
Tolmiea menziesii,,,,,,,,,,,,,,,,,,,,,,,,
Tradescantia gigantea,,,,,,,,,,,,,,,,,,,,,,,,
Tradescantia occidentalis,,,,,,,,,,,,,,,,,,,,,,,,
Tradescantia ohiensis,,,,,,,,,,,,,,,,,,,,,,,,
Tradescantia virginiana,,,,,,,,,,,,,,,,,,,,,,,,
Triadenum virginicum,,,,,,,,,,,,,,,,,,,,,,,,
Trichostema lanatum,,,,,,,,,,,,,,,,,,,,,,,,
Trifolium wormskioldii,,,,,,,,,,,,,,,,,,,,,,,,
Trillium catesbaei,,,,,,,,,,,,,,,,,,,,,,,,
Trillium cernuum,,,,,,,,,,,,,,,,,,,,,,,,
Trillium cuneatum,,,,,,,,,,,,,,,,,,,,,,,,
Trillium erectum,,,,,,,,,,,,,,,,,,,,,,,,
Trillium gracile,,,,,,,,,,,,,,,,,,,,,,,,
Trillium grandiflorum,,,,,,,,,,,,,,,,,,,,,,,,
Trillium luteum,,,,,,,,,,,,,,,,,,,,,,,,
Trillium ovatum,,,,,,,,,,,,,,,,,,,,,,,,
Trillium recurvatum,,,,,,,,,,,,,,,,,,,,,,,,
Triteleia grandiflora,,,,,,,,,,,,,,,,,,,,,,,,
Triteleia ixioides,,,,,,,,,,,,,,,,,,,,,,,,
Triteleia laxa,,,,,,,,,,,,,,,,,,,,,,,,
Trollius laxus,,,,,,,,,,,,,,,,,,,,,,,,
Tsuga canadensis,,,,,,,,,,,,,,,,,,,,,,,,
Tsuga heterophylla,,,,,,,,,,,,,,,,,,,,,,,,
Typha angustifolia,,,,,,,,,,,,,,,,,,,,,,,,
Typha domingensis,,,,,,,,,,,,,,,,,,,,,,,,
Typha latifolia,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus americana,,,,,,,,,,,,,,,,,,,,,,,,
Ulmus crassifolia,,,,,,,,,,,,,,,,,,,,,,,,
Umbellularia californica,,,,,,,,,,,,,,,,,,,,,,,,
Urtica dioica,,,,,,,,,,,,,,,,,,,,,,,,
Uvularia grandiflora,,,,,,,,,,,,,,,,,,,,,,,,
Uvularia perfoliata,,,,,,,,,,,,,,,,,,,,,,,,
Uvularia sessilifolia,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium alaskaense,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium angustifolium,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium arboreum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium caespitosum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium calycinum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium corymbosum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium darrowii,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium deliciosum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium membranaceum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium myrtilloides,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium myrtillus,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium ovalifolium,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium ovatum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium pallidum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium parvifolium,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium reticulatum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium uliginosum,,,,,,,,,,,,,,,,,,,,,,,,
Vaccinium vitis-idaea,,,,,,,,,,,,,,,,,,,,,,,,
Valeriana edulis,,,,,,,,,,,,,,,,,,,,,,,,
Valeriana sitchensis,,,,,,,,,,,,,,,,,,,,,,,,
Vancouveria hexandra,,,,,,,,,,,,,,,,,,,,,,,,
Veratrum californicum,,,,,,,,,,,,,,,,,,,,,,,,
Veratrum viride,,,,,,,,,,,,,,,,,,,,,,,,
Verbena bipinnatifida,,,,,,,,,,,,,,,,,,,,,,,,
Verbena canadensis,,,,,,,,,,,,,,,,,,,,,,,,
Verbena canescens,,,,,,,,,,,,,,,,,,,,,,,,
Verbena gooddingii,,,,,,,,,,,,,,,,,,,,,,,,
Verbena hastata,,,,,,,,,,,,,,,,,,,,,,,,
Verbena lasiostachys,,,,,,,,,,,,,,,,,,,,,,,,
Verbena stricta,,,,,,,,,,,,,,,,,,,,,,,,
Verbesina alternifolia,,,,,,,,,,,,,,,,,,,,,,,,
Verbesina occidentalis,,,,,,,,,,,,,,,,,,,,,,,,
Verbesina virginica,,,,,,,,,,,,,,,,,,,,,,,,
Vernonia altissima,,,,,,,,,,,,,,,,,,,,,,,,
Vernonia baldwinii,,,,,,,,,,,,,,,,,,,,,,,,
Vernonia fasciculata,,,,,,,,,,,,,,,,,,,,,,,,
Vernonia gigantea,,,,,,,,,,,,,,,,,,,,,,,,
Vernonia glauca,,,,,,,,,,,,,,,,,,,,,,,,
Vernonia missurica,,,,,,,,,,,,,,,,,,,,,,,,
Vernonia noveboracensis,,,,,,,,,,,,,,,,,,,,,,,,
Veronica americana,,,,,,,,,,,,,,,,,,,,,,,,
Veronicastrum virginicum,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum acerifolium,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum dentatum,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum edule,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum lentago,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum nudum,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum obovatum,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum opulus,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum prunifolium,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum rufidulum,,,,,,,,,,,,,,,,,,,,,,,,
Viburnum trilobum,,,,,,,,,,,,,,,,,,,,,,,,
Vicia americana,,,,,,,,,,,,,,,,,,,,,,,,
Viguiera multiflora,,,,,,,,,,,,,,,,,,,,,,,,
Viguiera stenoloba,,,,,,,,,,,,,,,,,,,,,,,,
Viola adunca,,,,,,,,,,,,,,,,,,,,,,,,
